recording,window,slot,channel,animal,genotype
M3_MT_cohort4_group3__0,6310,Ch F,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,6310,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,6310,Ch H,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,6310,Ch I,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,6310,Ch J,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch A,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch B,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch C,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch D,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch E,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch F,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch H,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch I,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8119,Ch J,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch A,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch B,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch C,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch D,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch E,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch F,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch G,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch H,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch I,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,8651,Ch J,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch A,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch B,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch C,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch D,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch E,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch F,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch G,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch H,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch I,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__0,11935,Ch J,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch A,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch B,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch C,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch D,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch E,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch F,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch H,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch I,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,1229,Ch J,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch A,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch B,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch C,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch D,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch E,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch F,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch G,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch H,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch I,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6478,Ch J,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch A,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch B,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch C,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch D,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch E,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch F,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch G,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch H,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch I,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,6661,Ch J,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch A,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch B,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch C,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch D,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch E,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch F,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch G,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch H,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch I,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,10315,Ch J,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch A,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch B,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch C,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch D,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch E,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch F,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch G,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch H,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch I,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,12846,Ch J,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch A,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch B,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch C,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch D,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch E,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch F,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch H,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch I,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__1,13777,Ch J,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch A,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch B,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch C,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch D,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch E,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch F,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch G,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch H,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch I,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,2628,Ch J,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch A,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch B,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch C,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch D,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch E,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch F,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch H,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch I,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4412,Ch J,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch A,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch B,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch C,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch D,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch E,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch F,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch G,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch H,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch I,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,4530,Ch J,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch A,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch B,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch C,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch D,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch E,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch F,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch G,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch H,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch I,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,5966,Ch J,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch A,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch B,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch C,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch D,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch E,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch F,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch H,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch I,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,11802,Ch J,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch A,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch B,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch C,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch D,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch E,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch F,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch G,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch H,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch I,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__2,15500,Ch J,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch A,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch B,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch C,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch D,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch E,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch F,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch G,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch H,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch I,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,362,Ch J,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch A,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch B,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch C,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch D,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch E,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch F,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch G,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch H,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch I,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,680,Ch J,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch A,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch B,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch C,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch D,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch E,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch F,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch G,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch H,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch I,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,820,Ch J,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch A,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch B,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch C,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch D,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch E,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch F,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch G,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch H,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch I,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1919,Ch J,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch A,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch B,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch C,LAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch D,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch E,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch F,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch G,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch H,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch I,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,1972,Ch J,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch A,RVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch B,LBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch C,RAud,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch D,RBar,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch E,LVis,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch F,RMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch G,LMot,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch H,LHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch I,RHip,M3_MT_cohort4_group3,WT
M3_MT_cohort4_group3__3,2094,Ch J,LAud,M3_MT_cohort4_group3,WT
MMUT(2)_cohort6_group1__0,573,Ch A,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch B,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch C,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch D,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch E,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch F,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch G,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch H,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch I,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,573,Ch J,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch A,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch B,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch C,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch D,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch E,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch F,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch G,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch H,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch I,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,1495,Ch J,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch A,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch B,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch C,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch D,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch E,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch F,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch G,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch H,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch I,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,2351,Ch J,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch A,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch B,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch C,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch D,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch E,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch F,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch G,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch H,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch I,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,3894,Ch J,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch A,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch B,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch C,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch D,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch E,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch F,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch G,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch H,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch I,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__0,5892,Ch J,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch A,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch B,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch C,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch D,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch E,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch F,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch G,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch H,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch I,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,573,Ch J,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch A,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch B,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch C,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch D,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch E,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch F,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch G,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch H,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,1495,Ch J,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch A,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch B,RHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch C,RBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch D,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch E,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch F,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch G,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch H,LMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch I,LHip,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,2351,Ch J,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch A,RMot,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch B,RAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch C,RVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch D,LAud,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch E,LBar,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch F,LVis,MMUT(2)_cohort6_group1,Mut
MMUT(2)_cohort6_group1__1,3894,Ch G,RHip,MMUT(2)_cohort6_group1,Mut
